Partie réelle               Partie imaginaire
543.863397759046            221.801378091981
543.968108764329            221.421674485739
544.073028425164            221.043792636441
544.178153502837            220.667728078213
544.283480756202            220.293476369665
544.389006941654            219.921033093605
544.494728813095            219.550393856748
544.600643121917            219.18155428943
544.706746616964            218.814510045322
544.813036044516            218.449256801145
544.919508148256            218.085790256393
545.02615966925            217.724106133048
545.132987345918            217.364200175307
545.239987914015            217.006068149301
545.347158106602            216.649705842825
545.454494654029            216.295109065061
545.561994283906            215.942273646309
545.669653721089            215.59119543772
545.777469687652            215.241870311023
545.885438902868            214.894294158262
545.993558083193            214.548462891532
546.10182394224            214.204372442715
546.210233190765            213.862018763218
546.318782536646            213.521397823716
546.427468684866            213.18250561389
546.536288337494            212.845338142172
546.645238193673            212.509891435491
546.754314949598            212.17616153902
546.863515298504            211.844144515919
546.972835930649            211.513836447089
547.082273533303            211.185233430923
547.191824790729            210.858331583055
547.301486384174            210.533127036114
547.411254991856            210.209615939483
547.52112728895            209.887794459051
547.631099947578            209.567658776973
547.741169636797            209.24920509143
547.851333022589            208.932429616387
547.961586767856            208.617328581355
548.071927532401            208.30389823116
548.182351972932            207.992134825699
548.292856743043            207.682034639711
548.403438493213            207.373593962545
548.514093870801            207.066809097926
548.624819520035            206.761676363723
548.735612082009            206.458192091726
548.84646819468            206.156352627413
548.957384492862            205.856154329725
549.068357608223            205.557593570841
549.179384169285            205.260666735956
549.290460801415            204.965370223051
549.401584126833            204.671700442682
549.512750764604            204.379653817751
549.623957330641            204.089226783289
549.735200437703            203.800415786239
549.846476695403            203.513217285241
549.9577827102            203.227627750408
550.06911508541            202.943643663123
550.180470421202            202.661261515815
550.29184531461            202.380477811753
550.403236359531            202.101289064833
550.514640146731            201.823691799364
550.626053263855            201.547682549866
550.73747229543            201.273257860857
550.848893822871            201.000414286647
550.960314424494            200.729148391131
551.071730675518            200.459456747587
551.183139148083            200.191335938471
551.294536411249            199.924782555214
551.405919031016            199.659793198017
